transaction_id,event_ts,amount,merchant_category,channel,country_risk,prior_chargebacks,velocity_24h,account_age_days,is_weekend,is_fraud,chargeback_loss
2174,2025-07-01T02:00:00,218.12,Subscription,ATM,2,1,2,459,0,0,0.0
2175,2025-07-01T04:00:00,186.7,Dining,Mobile,1,2,1,708,0,0,0.0
2176,2025-07-01T06:00:00,147.24,Dining,ATM,1,3,2,248,0,0,0.0
2177,2025-07-01T08:00:00,35.88,Subscription,Mobile,2,1,2,836,0,0,0.0
2178,2025-07-01T10:00:00,291.41,Cash Advance,ATM,1,0,7,424,0,0,0.0
2179,2025-07-01T12:00:00,175.27,Cash Advance,Card Present,3,2,4,627,0,0,0.0
2180,2025-07-01T14:00:00,169.39,Retail,Card Present,2,0,3,627,0,0,0.0
2181,2025-07-01T16:00:00,148.34,Electronics,Card Present,2,0,1,427,0,0,0.0
2182,2025-07-01T18:00:00,277.38,Dining,Mobile,1,1,5,442,0,0,0.0
2183,2025-07-01T20:00:00,175.4,Subscription,ATM,2,0,1,642,0,0,0.0
2184,2025-07-01T22:00:00,265.78,Subscription,Online,1,0,2,562,0,0,0.0
2185,2025-07-02T00:00:00,82.07,Electronics,Card Present,1,0,1,866,0,0,0.0
2186,2025-07-02T02:00:00,143.71,Travel,Online,2,2,1,632,0,0,0.0
2187,2025-07-02T04:00:00,170.02,Cash Advance,Online,2,3,4,455,0,0,0.0
2188,2025-07-02T06:00:00,115.58,Dining,Online,3,0,2,425,0,0,0.0
2189,2025-07-02T08:00:00,116.69,Dining,ATM,2,0,2,175,0,0,0.0
2190,2025-07-02T10:00:00,174.31,Travel,ATM,1,0,2,433,0,0,0.0
2191,2025-07-02T12:00:00,173.06,Subscription,Online,1,0,1,505,0,0,0.0
2192,2025-07-02T14:00:00,252.14,Travel,Online,1,1,3,473,0,0,0.0
2193,2025-07-02T16:00:00,247.11,Dining,ATM,2,0,5,236,0,0,0.0
2194,2025-07-02T18:00:00,50.67,Cash Advance,Card Present,1,1,2,560,0,0,0.0
2195,2025-07-02T20:00:00,35.44,Subscription,Online,1,0,2,614,0,0,0.0
2196,2025-07-02T22:00:00,215.23,Retail,Online,1,0,4,469,0,0,0.0
2197,2025-07-03T00:00:00,535.9,Cash Advance,Online,1,0,3,424,0,0,0.0
2198,2025-07-03T02:00:00,42.5,Subscription,Online,2,0,1,637,0,0,0.0
2199,2025-07-03T04:00:00,166.06,Cash Advance,Mobile,1,0,3,379,0,0,0.0
2200,2025-07-03T06:00:00,161.47,Cash Advance,Card Present,2,0,2,317,0,0,0.0
2201,2025-07-03T08:00:00,93.1,Retail,Online,1,1,2,324,0,0,0.0
2202,2025-07-03T10:00:00,143.09,Travel,Mobile,1,1,3,321,0,0,0.0
2203,2025-07-03T12:00:00,108.48,Electronics,Card Present,2,0,4,579,0,0,0.0
2204,2025-07-03T14:00:00,250.69,Dining,Card Present,1,0,3,506,0,0,0.0
2205,2025-07-03T16:00:00,322.71,Travel,ATM,1,0,2,208,0,0,0.0
2206,2025-07-03T18:00:00,89.89,Electronics,Card Present,1,1,1,360,0,0,0.0
2207,2025-07-03T20:00:00,22.8,Dining,Online,1,2,3,399,0,0,0.0
2208,2025-07-03T22:00:00,185.1,Dining,Card Present,3,0,2,346,0,0,0.0
2209,2025-07-04T00:00:00,115.61,Travel,ATM,3,0,4,565,0,0,0.0
2210,2025-07-04T02:00:00,286.42,Travel,Online,1,0,3,388,0,0,0.0
2211,2025-07-04T04:00:00,399.82,Subscription,ATM,2,1,3,246,0,0,0.0
2212,2025-07-04T06:00:00,199.97,Cash Advance,Card Present,2,1,2,241,0,0,0.0
2213,2025-07-04T08:00:00,79.8,Travel,Online,3,0,6,163,0,1,62.41
2214,2025-07-04T10:00:00,202.84,Dining,ATM,2,0,1,516,0,0,0.0
2215,2025-07-04T12:00:00,284.78,Subscription,Online,1,2,4,390,0,0,0.0
2216,2025-07-04T14:00:00,200.89,Cash Advance,Online,2,0,3,313,0,0,0.0
2217,2025-07-04T16:00:00,133.69,Subscription,Card Present,2,0,2,102,0,0,0.0
2218,2025-07-04T18:00:00,263.34,Electronics,ATM,2,0,2,5,0,0,0.0
2219,2025-07-04T20:00:00,261.44,Cash Advance,Online,2,0,3,864,0,0,0.0
2220,2025-07-04T22:00:00,51.19,Subscription,Online,1,0,3,559,0,0,0.0
2221,2025-07-05T00:00:00,175.1,Electronics,Online,1,0,3,334,1,0,0.0
2222,2025-07-05T02:00:00,154.01,Travel,Online,2,0,2,538,1,0,0.0
2223,2025-07-05T04:00:00,71.78,Travel,Mobile,1,1,4,429,1,0,0.0
2224,2025-07-05T06:00:00,234.91,Subscription,Mobile,1,0,3,541,1,0,0.0
2225,2025-07-05T08:00:00,36.99,Travel,Online,1,0,3,454,1,0,0.0
2226,2025-07-05T10:00:00,486.67,Electronics,Mobile,3,0,2,532,1,1,406.47
2227,2025-07-05T12:00:00,233.28,Cash Advance,Mobile,1,1,4,348,1,0,0.0
2228,2025-07-05T14:00:00,164.64,Retail,ATM,1,0,3,467,1,0,0.0
2229,2025-07-05T16:00:00,188.97,Cash Advance,Online,1,0,4,577,1,0,0.0
2230,2025-07-05T18:00:00,185.14,Subscription,Mobile,2,0,3,570,1,0,0.0
2231,2025-07-05T20:00:00,144.5,Retail,Online,1,0,3,113,1,0,0.0
2232,2025-07-05T22:00:00,84.81,Travel,Mobile,1,1,2,229,1,0,0.0
2233,2025-07-06T00:00:00,185.51,Retail,Online,1,1,3,196,1,0,0.0
2234,2025-07-06T02:00:00,169.02,Retail,Mobile,2,1,4,437,1,0,0.0
2235,2025-07-06T04:00:00,216.8,Dining,ATM,2,0,1,551,1,0,0.0
2236,2025-07-06T06:00:00,78.03,Travel,ATM,1,1,2,310,1,0,0.0
2237,2025-07-06T08:00:00,302.62,Dining,ATM,2,1,6,549,1,0,0.0
2238,2025-07-06T10:00:00,255.31,Retail,Mobile,3,0,3,332,1,0,0.0
2239,2025-07-06T12:00:00,44.78,Retail,Card Present,1,0,1,300,1,0,0.0
2240,2025-07-06T14:00:00,235.21,Travel,ATM,2,0,3,246,1,0,0.0
2241,2025-07-06T16:00:00,97.83,Travel,Card Present,1,1,2,331,1,0,0.0
2242,2025-07-06T18:00:00,84.74,Electronics,ATM,1,0,5,433,1,0,0.0
2243,2025-07-06T20:00:00,81.52,Retail,ATM,2,0,2,695,1,0,0.0
2244,2025-07-06T22:00:00,91.26,Travel,ATM,1,0,2,542,1,0,0.0
2245,2025-07-07T00:00:00,219.62,Dining,Card Present,1,0,3,334,0,0,0.0
2246,2025-07-07T02:00:00,80.4,Dining,Mobile,2,0,2,426,0,0,0.0
2247,2025-07-07T04:00:00,115.38,Retail,Card Present,1,1,5,473,0,0,0.0
2248,2025-07-07T06:00:00,85.51,Cash Advance,Mobile,2,1,3,538,0,0,0.0
2249,2025-07-07T08:00:00,310.1,Subscription,Card Present,1,2,1,482,0,0,0.0
2250,2025-07-07T10:00:00,163.7,Cash Advance,Online,1,1,1,170,0,0,0.0
2251,2025-07-07T12:00:00,440.88,Subscription,Card Present,1,1,4,554,0,0,0.0
2252,2025-07-07T14:00:00,352.51,Travel,Online,2,0,2,495,0,0,0.0
2253,2025-07-07T16:00:00,38.27,Travel,Mobile,1,0,3,616,0,0,0.0
2254,2025-07-07T18:00:00,60.5,Travel,Online,1,1,2,324,0,0,0.0
2255,2025-07-07T20:00:00,60.98,Electronics,Card Present,1,1,6,426,0,0,0.0
2256,2025-07-07T22:00:00,252.24,Electronics,Online,1,1,1,446,0,0,0.0
2257,2025-07-08T00:00:00,284.81,Dining,Online,2,1,2,684,0,0,0.0
2258,2025-07-08T02:00:00,98.38,Travel,ATM,2,0,3,498,0,0,0.0
2259,2025-07-08T04:00:00,113.26,Retail,Online,1,0,5,500,0,0,0.0
2260,2025-07-08T06:00:00,788.54,Cash Advance,Online,1,0,6,383,0,1,513.53
2261,2025-07-08T08:00:00,265.97,Travel,Mobile,1,0,3,653,0,0,0.0
2262,2025-07-08T10:00:00,265.84,Dining,ATM,2,0,2,574,0,0,0.0
2263,2025-07-08T12:00:00,299.37,Retail,Card Present,1,0,2,750,0,0,0.0
2264,2025-07-08T14:00:00,280.63,Cash Advance,Mobile,2,1,5,338,0,0,0.0
2265,2025-07-08T16:00:00,97.99,Cash Advance,Online,1,0,3,615,0,0,0.0
2266,2025-07-08T18:00:00,52.06,Retail,Online,1,2,3,309,0,0,0.0
2267,2025-07-08T20:00:00,105.2,Retail,ATM,1,1,2,608,0,0,0.0
2268,2025-07-08T22:00:00,220.66,Subscription,Online,2,1,3,46,0,0,0.0
2269,2025-07-09T00:00:00,161.83,Electronics,ATM,2,0,2,546,0,0,0.0
2270,2025-07-09T02:00:00,224.83,Travel,Online,2,0,3,413,0,0,0.0
2271,2025-07-09T04:00:00,177.19,Retail,ATM,1,2,4,609,0,0,0.0
2272,2025-07-09T06:00:00,151.06,Electronics,Online,1,0,1,249,0,0,0.0
2273,2025-07-09T08:00:00,118.74,Travel,ATM,1,1,4,22,0,0,0.0
2274,2025-07-09T10:00:00,240.03,Cash Advance,ATM,1,1,3,484,0,0,0.0
2275,2025-07-09T12:00:00,141.02,Cash Advance,Online,1,0,3,277,0,0,0.0
2276,2025-07-09T14:00:00,400.8,Travel,Card Present,3,0,1,527,0,0,0.0
2277,2025-07-09T16:00:00,194.15,Cash Advance,Mobile,1,0,3,225,0,0,0.0
2278,2025-07-09T18:00:00,94.1,Cash Advance,Mobile,1,0,1,370,0,0,0.0
2279,2025-07-09T20:00:00,102.72,Dining,Card Present,3,0,2,312,0,0,0.0
2280,2025-07-09T22:00:00,121.83,Subscription,Mobile,1,0,2,193,0,0,0.0
2281,2025-07-10T00:00:00,436.09,Subscription,Online,3,0,2,606,0,0,0.0
2282,2025-07-10T02:00:00,19.66,Retail,Mobile,1,0,2,476,0,0,0.0
2283,2025-07-10T04:00:00,240.07,Travel,Card Present,1,1,2,106,0,0,0.0
2284,2025-07-10T06:00:00,314.13,Subscription,Online,3,0,3,438,0,0,0.0
2285,2025-07-10T08:00:00,40.4,Retail,Card Present,2,0,3,385,0,0,0.0
2286,2025-07-10T10:00:00,179.82,Subscription,Mobile,1,1,2,297,0,0,0.0
2287,2025-07-10T12:00:00,143.78,Cash Advance,Mobile,2,2,3,548,0,0,0.0
2288,2025-07-10T14:00:00,474.19,Subscription,Mobile,2,0,5,711,0,0,0.0
2289,2025-07-10T16:00:00,207.58,Retail,Mobile,2,0,1,697,0,0,0.0
2290,2025-07-10T18:00:00,271.13,Retail,ATM,2,0,3,471,0,0,0.0
2291,2025-07-10T20:00:00,23.25,Electronics,ATM,1,1,4,533,0,0,0.0
2292,2025-07-10T22:00:00,310.38,Cash Advance,ATM,1,0,3,672,0,0,0.0
2293,2025-07-11T00:00:00,100.73,Cash Advance,ATM,1,0,3,275,0,0,0.0
2294,2025-07-11T02:00:00,172.3,Electronics,Online,1,0,3,534,0,0,0.0
2295,2025-07-11T04:00:00,370.29,Dining,Online,2,1,1,452,0,0,0.0
2296,2025-07-11T06:00:00,360.19,Retail,ATM,1,0,2,421,0,0,0.0
2297,2025-07-11T08:00:00,414.95,Cash Advance,Online,1,1,4,202,0,0,0.0
2298,2025-07-11T10:00:00,29.94,Retail,Card Present,1,1,4,495,0,0,0.0
2299,2025-07-11T12:00:00,111.57,Subscription,Online,1,0,3,516,0,0,0.0
2300,2025-07-11T14:00:00,312.88,Electronics,Mobile,1,0,1,300,0,0,0.0
2301,2025-07-11T16:00:00,142.78,Cash Advance,Card Present,1,0,3,346,0,0,0.0
2302,2025-07-11T18:00:00,100.76,Dining,Online,1,0,5,523,0,0,0.0
2303,2025-07-11T20:00:00,169.28,Cash Advance,Online,1,0,1,174,0,0,0.0
2304,2025-07-11T22:00:00,253.17,Travel,Mobile,2,1,6,785,0,1,205.12
2305,2025-07-12T00:00:00,107.58,Subscription,Card Present,1,0,2,558,1,0,0.0
2306,2025-07-12T02:00:00,26.32,Retail,Card Present,3,1,3,266,1,0,0.0
2307,2025-07-12T04:00:00,76.04,Electronics,Online,2,0,2,368,1,0,0.0
2308,2025-07-12T06:00:00,175.61,Cash Advance,ATM,1,1,3,411,1,0,0.0
2309,2025-07-12T08:00:00,162.17,Subscription,ATM,1,0,1,312,1,0,0.0
2310,2025-07-12T10:00:00,198.54,Retail,Online,1,1,1,560,1,0,0.0
2311,2025-07-12T12:00:00,376.93,Travel,Online,1,0,3,496,1,0,0.0
2312,2025-07-12T14:00:00,254.89,Dining,Mobile,1,0,2,545,1,0,0.0
2313,2025-07-12T16:00:00,175.93,Dining,ATM,2,0,2,470,1,0,0.0
2314,2025-07-12T18:00:00,203.69,Electronics,ATM,1,1,4,489,1,0,0.0
2315,2025-07-12T20:00:00,37.24,Retail,Mobile,1,0,3,521,1,0,0.0
2316,2025-07-12T22:00:00,55.38,Electronics,Mobile,1,0,3,538,1,0,0.0
2317,2025-07-13T00:00:00,174.37,Subscription,Card Present,1,0,1,405,1,0,0.0
2318,2025-07-13T02:00:00,59.17,Retail,Mobile,1,1,1,240,1,0,0.0
2319,2025-07-13T04:00:00,127.96,Travel,Card Present,2,0,3,318,1,0,0.0
2320,2025-07-13T06:00:00,124.93,Retail,Card Present,2,0,1,694,1,0,0.0
2321,2025-07-13T08:00:00,127.81,Retail,ATM,2,0,2,493,1,0,0.0
2322,2025-07-13T10:00:00,76.15,Dining,Online,1,0,2,265,1,0,0.0
2323,2025-07-13T12:00:00,320.66,Retail,Mobile,2,0,2,555,1,0,0.0
2324,2025-07-13T14:00:00,219.43,Electronics,Mobile,1,1,1,719,1,0,0.0
2325,2025-07-13T16:00:00,106.25,Retail,Mobile,1,0,2,406,1,0,0.0
2326,2025-07-13T18:00:00,277.26,Dining,Mobile,2,1,6,249,1,0,0.0
2327,2025-07-13T20:00:00,298.34,Subscription,ATM,3,0,2,175,1,0,0.0
2328,2025-07-13T22:00:00,140.37,Subscription,ATM,1,0,3,384,1,0,0.0
2329,2025-07-14T00:00:00,81.58,Cash Advance,ATM,2,1,3,325,0,0,0.0
2330,2025-07-14T02:00:00,238.78,Retail,Mobile,1,0,1,540,0,0,0.0
2331,2025-07-14T04:00:00,116.69,Dining,Online,1,0,1,417,0,0,0.0
2332,2025-07-14T06:00:00,134.22,Travel,Online,1,0,5,361,0,0,0.0
2333,2025-07-14T08:00:00,245.16,Retail,Online,3,0,3,52,0,0,0.0
2334,2025-07-14T10:00:00,121.07,Electronics,Card Present,2,2,1,406,0,0,0.0
2335,2025-07-14T12:00:00,161.16,Retail,Card Present,1,0,3,286,0,0,0.0
2336,2025-07-14T14:00:00,116.98,Subscription,Online,1,0,3,97,0,0,0.0
2337,2025-07-14T16:00:00,112.1,Dining,Online,3,0,3,512,0,0,0.0
2338,2025-07-14T18:00:00,385.76,Travel,Mobile,1,0,1,310,0,0,0.0
2339,2025-07-14T20:00:00,151.93,Retail,Mobile,1,0,5,468,0,0,0.0
2340,2025-07-14T22:00:00,31.27,Retail,Card Present,2,0,3,446,0,0,0.0
2341,2025-07-15T00:00:00,77.26,Electronics,Mobile,1,1,3,322,0,0,0.0
2342,2025-07-15T02:00:00,145.57,Subscription,Online,3,0,4,412,0,0,0.0
2343,2025-07-15T04:00:00,59.85,Dining,Mobile,1,0,1,428,0,0,0.0
2344,2025-07-15T06:00:00,139.12,Cash Advance,ATM,1,0,4,336,0,0,0.0
2345,2025-07-15T08:00:00,226.73,Travel,Online,3,0,2,215,0,0,0.0
2346,2025-07-15T10:00:00,357.56,Retail,Mobile,1,0,4,366,0,0,0.0
2347,2025-07-15T12:00:00,171.83,Subscription,Card Present,1,1,5,343,0,0,0.0
2348,2025-07-15T14:00:00,195.94,Travel,Card Present,2,0,4,150,0,0,0.0
2349,2025-07-15T16:00:00,86.99,Electronics,ATM,1,0,4,284,0,0,0.0
2350,2025-07-15T18:00:00,95.04,Retail,Mobile,2,1,3,415,0,0,0.0
2351,2025-07-15T20:00:00,141.56,Subscription,ATM,1,2,1,381,0,0,0.0
2352,2025-07-15T22:00:00,174.81,Travel,Card Present,2,0,2,451,0,0,0.0
2353,2025-07-16T00:00:00,55.73,Retail,Online,1,1,3,297,0,0,0.0
2354,2025-07-16T02:00:00,228.72,Cash Advance,Card Present,1,1,2,712,0,0,0.0
2355,2025-07-16T04:00:00,197.75,Subscription,Online,2,1,3,602,0,0,0.0
2356,2025-07-16T06:00:00,99.07,Dining,Online,2,0,1,513,0,0,0.0
2357,2025-07-16T08:00:00,140.59,Retail,Online,1,0,2,533,0,0,0.0
2358,2025-07-16T10:00:00,167.87,Cash Advance,Card Present,1,0,4,123,0,0,0.0
2359,2025-07-16T12:00:00,142.44,Cash Advance,Card Present,3,1,5,375,0,0,0.0
2360,2025-07-16T14:00:00,215.4,Cash Advance,Online,2,1,4,737,0,0,0.0
2361,2025-07-16T16:00:00,129.61,Cash Advance,Online,2,0,3,592,0,0,0.0
2362,2025-07-16T18:00:00,269.64,Retail,Card Present,1,1,3,501,0,0,0.0
2363,2025-07-16T20:00:00,212.07,Dining,Online,1,0,2,581,0,0,0.0
2364,2025-07-16T22:00:00,56.53,Travel,Online,2,2,1,290,0,0,0.0
2365,2025-07-17T00:00:00,235.72,Cash Advance,Card Present,2,3,3,604,0,0,0.0
2366,2025-07-17T02:00:00,109.49,Cash Advance,Card Present,1,0,2,520,0,0,0.0
2367,2025-07-17T04:00:00,188.58,Electronics,Card Present,1,0,2,194,0,0,0.0
2368,2025-07-17T06:00:00,76.48,Electronics,Mobile,1,0,3,444,0,0,0.0
2369,2025-07-17T08:00:00,94.82,Subscription,ATM,1,0,1,466,0,0,0.0
2370,2025-07-17T10:00:00,94.34,Cash Advance,Mobile,1,0,1,424,0,0,0.0
2371,2025-07-17T12:00:00,104.9,Subscription,Online,1,0,3,492,0,0,0.0
2372,2025-07-17T14:00:00,186.08,Travel,ATM,2,0,3,229,0,0,0.0
2373,2025-07-17T16:00:00,116.72,Cash Advance,Card Present,3,0,3,724,0,0,0.0
2374,2025-07-17T18:00:00,32.45,Travel,Online,1,1,1,370,0,0,0.0
2375,2025-07-17T20:00:00,205.52,Dining,Card Present,1,0,1,604,0,0,0.0
2376,2025-07-17T22:00:00,145.74,Dining,Card Present,1,0,2,631,0,0,0.0
2377,2025-07-18T00:00:00,263.97,Retail,Card Present,1,0,2,109,0,0,0.0
2378,2025-07-18T02:00:00,294.26,Subscription,Online,2,1,2,315,0,0,0.0
2379,2025-07-18T04:00:00,57.25,Travel,ATM,2,1,3,381,0,0,0.0
2380,2025-07-18T06:00:00,207.8,Electronics,Online,2,0,2,362,0,0,0.0
2381,2025-07-18T08:00:00,358.65,Travel,Mobile,1,0,1,676,0,0,0.0
2382,2025-07-18T10:00:00,197.6,Subscription,ATM,2,0,3,565,0,0,0.0
2383,2025-07-18T12:00:00,149.8,Retail,Online,2,0,2,301,0,0,0.0
2384,2025-07-18T14:00:00,273.12,Travel,Card Present,1,0,1,624,0,0,0.0
2385,2025-07-18T16:00:00,110.89,Electronics,Online,2,0,3,583,0,0,0.0
2386,2025-07-18T18:00:00,216.49,Electronics,ATM,1,0,4,546,0,0,0.0
2387,2025-07-18T20:00:00,100.78,Retail,Mobile,1,1,4,472,0,0,0.0
2388,2025-07-18T22:00:00,109.35,Travel,Mobile,1,0,4,134,0,0,0.0
2389,2025-07-19T00:00:00,156.6,Cash Advance,Card Present,1,0,3,443,1,0,0.0
2390,2025-07-19T02:00:00,84.74,Travel,ATM,1,0,3,335,1,0,0.0
2391,2025-07-19T04:00:00,327.58,Retail,Mobile,1,0,3,290,1,0,0.0
2392,2025-07-19T06:00:00,292.24,Travel,ATM,1,0,3,538,1,0,0.0
2393,2025-07-19T08:00:00,232.95,Subscription,Card Present,1,0,4,372,1,0,0.0
2394,2025-07-19T10:00:00,70.11,Subscription,Mobile,2,1,2,259,1,0,0.0
2395,2025-07-19T12:00:00,155.11,Dining,Card Present,1,0,1,59,1,0,0.0
2396,2025-07-19T14:00:00,90.56,Travel,ATM,2,0,3,311,1,0,0.0
2397,2025-07-19T16:00:00,70.13,Cash Advance,Online,2,0,3,429,1,0,0.0
2398,2025-07-19T18:00:00,498.65,Retail,Mobile,1,0,4,357,1,0,0.0
2399,2025-07-19T20:00:00,51.99,Subscription,Mobile,2,0,2,338,1,0,0.0
2400,2025-07-19T22:00:00,105.27,Travel,ATM,2,0,1,236,1,0,0.0
2401,2025-07-20T00:00:00,67.6,Subscription,ATM,2,1,3,254,1,0,0.0
2402,2025-07-20T02:00:00,32.23,Travel,ATM,3,1,4,44,1,0,0.0
2403,2025-07-20T04:00:00,102.51,Dining,Card Present,2,0,6,493,1,0,0.0
2404,2025-07-20T06:00:00,231.31,Electronics,Mobile,3,0,3,365,1,0,0.0
2405,2025-07-20T08:00:00,178.55,Electronics,Card Present,1,0,2,175,1,0,0.0
2406,2025-07-20T10:00:00,337.7,Electronics,Card Present,1,0,2,488,1,0,0.0
2407,2025-07-20T12:00:00,278.07,Retail,Online,2,0,2,717,1,0,0.0
2408,2025-07-20T14:00:00,279.35,Subscription,ATM,1,0,3,514,1,0,0.0
2409,2025-07-20T16:00:00,340.32,Electronics,Online,1,1,2,380,1,0,0.0
2410,2025-07-20T18:00:00,50.37,Electronics,ATM,2,0,4,339,1,0,0.0
2411,2025-07-20T20:00:00,188.58,Retail,Online,1,0,3,621,1,0,0.0
2412,2025-07-20T22:00:00,48.7,Travel,Online,3,4,3,562,1,0,0.0
2413,2025-07-21T00:00:00,90.49,Retail,Mobile,2,0,3,677,0,0,0.0
2414,2025-07-21T02:00:00,44.82,Travel,Card Present,1,0,5,145,0,0,0.0
2415,2025-07-21T04:00:00,366.02,Retail,Mobile,1,1,2,297,0,0,0.0
2416,2025-07-21T06:00:00,209.68,Electronics,Card Present,1,0,1,390,0,0,0.0
2417,2025-07-21T08:00:00,449.69,Dining,Mobile,2,0,4,535,0,0,0.0
2418,2025-07-21T10:00:00,68.79,Subscription,Mobile,1,0,3,626,0,0,0.0
2419,2025-07-21T12:00:00,128.71,Retail,Card Present,1,0,1,192,0,0,0.0
2420,2025-07-21T14:00:00,101.92,Cash Advance,Online,2,0,4,395,0,0,0.0
2421,2025-07-21T16:00:00,396.39,Cash Advance,Mobile,2,0,5,476,0,0,0.0
2422,2025-07-21T18:00:00,217.84,Cash Advance,Mobile,1,0,4,295,0,0,0.0
2423,2025-07-21T20:00:00,287.84,Dining,Mobile,1,0,3,589,0,0,0.0
2424,2025-07-21T22:00:00,164.78,Cash Advance,ATM,1,0,3,285,0,0,0.0
2425,2025-07-22T00:00:00,349.16,Travel,Online,2,1,2,272,0,0,0.0
2426,2025-07-22T02:00:00,168.97,Travel,Online,1,0,2,612,0,0,0.0
2427,2025-07-22T04:00:00,95.94,Cash Advance,Card Present,1,0,5,340,0,0,0.0
2428,2025-07-22T06:00:00,233.33,Dining,Mobile,1,0,2,368,0,0,0.0
2429,2025-07-22T08:00:00,172.24,Electronics,Mobile,1,0,3,733,0,0,0.0
2430,2025-07-22T10:00:00,289.95,Electronics,ATM,3,0,1,154,0,0,0.0
2431,2025-07-22T12:00:00,300.01,Electronics,Online,1,0,1,779,0,0,0.0
2432,2025-07-22T14:00:00,183.25,Cash Advance,Mobile,3,1,1,370,0,0,0.0
2433,2025-07-22T16:00:00,86.24,Electronics,Mobile,2,1,3,790,0,0,0.0
2434,2025-07-22T18:00:00,119.66,Dining,Card Present,2,0,1,599,0,0,0.0
2435,2025-07-22T20:00:00,301.98,Retail,ATM,1,0,4,241,0,0,0.0
2436,2025-07-22T22:00:00,99.49,Travel,Online,2,1,4,340,0,0,0.0
2437,2025-07-23T00:00:00,106.11,Dining,Online,2,2,1,210,0,0,0.0
2438,2025-07-23T02:00:00,82.47,Dining,ATM,1,0,3,359,0,0,0.0
2439,2025-07-23T04:00:00,200.2,Travel,Mobile,1,1,1,700,0,0,0.0
2440,2025-07-23T06:00:00,220.14,Subscription,Online,3,0,5,507,0,0,0.0
2441,2025-07-23T08:00:00,59.13,Travel,Online,1,0,2,371,0,0,0.0
2442,2025-07-23T10:00:00,136.16,Retail,ATM,2,0,3,779,0,0,0.0
2443,2025-07-23T12:00:00,262.65,Retail,Online,2,2,1,379,0,0,0.0
2444,2025-07-23T14:00:00,156.5,Retail,Online,1,0,4,237,0,0,0.0
2445,2025-07-23T16:00:00,325.86,Electronics,Online,3,1,4,486,0,0,0.0
2446,2025-07-23T18:00:00,213.64,Dining,Mobile,3,0,3,240,0,0,0.0
2447,2025-07-23T20:00:00,168.56,Retail,ATM,2,3,3,459,0,0,0.0
2448,2025-07-23T22:00:00,122.95,Travel,ATM,3,1,3,330,0,0,0.0
2449,2025-07-24T00:00:00,215.15,Cash Advance,Mobile,2,0,2,493,0,0,0.0
2450,2025-07-24T02:00:00,25.44,Travel,Mobile,2,1,2,22,0,0,0.0
2451,2025-07-24T04:00:00,90.67,Travel,Card Present,1,0,2,643,0,0,0.0
2452,2025-07-24T06:00:00,118.72,Retail,Online,1,0,4,599,0,0,0.0
2453,2025-07-24T08:00:00,112.67,Dining,ATM,1,1,3,348,0,0,0.0
2454,2025-07-24T10:00:00,127.22,Dining,Card Present,3,3,3,423,0,0,0.0
2455,2025-07-24T12:00:00,49.97,Dining,ATM,2,0,3,553,0,0,0.0
2456,2025-07-24T14:00:00,148.8,Electronics,ATM,3,0,4,68,0,0,0.0
2457,2025-07-24T16:00:00,164.57,Dining,Online,3,0,1,345,0,0,0.0
2458,2025-07-24T18:00:00,38.11,Electronics,ATM,2,0,3,295,0,0,0.0
2459,2025-07-24T20:00:00,84.69,Electronics,ATM,2,0,2,159,0,0,0.0
2460,2025-07-24T22:00:00,252.31,Retail,Card Present,2,0,2,560,0,0,0.0
2461,2025-07-25T00:00:00,214.73,Electronics,Mobile,2,1,4,276,0,0,0.0
2462,2025-07-25T02:00:00,234.05,Travel,Online,2,0,2,506,0,0,0.0
2463,2025-07-25T04:00:00,195.45,Travel,ATM,1,2,5,500,0,0,0.0
2464,2025-07-25T06:00:00,181.72,Dining,Online,2,2,1,374,0,0,0.0
2465,2025-07-25T08:00:00,319.79,Electronics,Card Present,1,2,3,439,0,0,0.0
2466,2025-07-25T10:00:00,143.9,Cash Advance,Card Present,1,0,3,365,0,0,0.0
2467,2025-07-25T12:00:00,119.88,Retail,Card Present,3,0,4,397,0,0,0.0
2468,2025-07-25T14:00:00,289.19,Retail,Online,2,1,5,435,0,0,0.0
2469,2025-07-25T16:00:00,283.31,Subscription,ATM,2,0,3,397,0,0,0.0
2470,2025-07-25T18:00:00,454.82,Retail,Mobile,2,0,4,394,0,0,0.0
2471,2025-07-25T20:00:00,71.29,Subscription,ATM,2,0,1,331,0,0,0.0
2472,2025-07-25T22:00:00,102.76,Electronics,Mobile,2,0,3,542,0,0,0.0
2473,2025-07-26T00:00:00,102.58,Dining,Online,1,0,5,247,1,0,0.0
2474,2025-07-26T02:00:00,413.72,Retail,Online,2,1,1,433,1,0,0.0
2475,2025-07-26T04:00:00,164.81,Subscription,Mobile,1,0,7,394,1,0,0.0
2476,2025-07-26T06:00:00,291.47,Subscription,ATM,1,0,1,47,1,0,0.0
2477,2025-07-26T08:00:00,127.07,Dining,ATM,3,0,3,371,1,0,0.0
2478,2025-07-26T10:00:00,220.45,Dining,Online,1,0,4,652,1,0,0.0
2479,2025-07-26T12:00:00,287.97,Cash Advance,Card Present,1,1,3,448,1,0,0.0
2480,2025-07-26T14:00:00,181.3,Dining,Mobile,1,0,2,412,1,0,0.0
2481,2025-07-26T16:00:00,406.89,Electronics,Online,2,0,3,560,1,0,0.0
2482,2025-07-26T18:00:00,81.1,Subscription,Mobile,2,1,4,743,1,0,0.0
2483,2025-07-26T20:00:00,109.83,Travel,Card Present,1,1,4,698,1,0,0.0
